Province_State,Lat,Long_,Confirmed,Deaths
Florida,27.7663,-81.6868,6909415,78556
Georgia,33.0406,-83.6431,2803517,39319
Grand Princess,,,103,3
Guam,13.4443,144.7937,56625,385
Hawaii,21.0943,-157.4983,332822,1606
Idaho,44.2405,-114.4788,484008,5060
Illinois,40.3495,-88.9861,3620877,39108
Indiana,39.8494,-86.2583,1859196,24222
Iowa,42.0115,-93.2105,828444,9850
Kansas,38.5266,-96.7265,848433,8935
Kentucky,37.6681,-84.6701,1500964,16526
Louisiana,31.1695,-91.8678,1400265,17699
Maine,44.6939,-69.3819,278715,2493
Maryland,39.0639,-76.8021,1201340,15059
Massachusetts,42.2302,-71.5301,1987385,21285
Michigan,43.3266,-84.5361,2708622,37671
Minnesota,45.6945,-93.9002,1611246,13362
Mississippi,32.7416,-89.6787,892291,12720
Missouri,38.4561,-92.2884,1597828,21296
Montana,46.9219,-110.4544,300607,3481
Nebraska,41.1254,-98.2681,522491,4394
Nevada,38.3135,-117.0554,834488,11297
New Hampshire,43.4525,-71.5639,341139,2640
New Jersey,40.2989,-74.521,2634282,34396
New Mexico,34.8405,-106.2485,601422,8312
New York,42.1657,-74.9481,5901562,70693
North Carolina,35.6301,-79.8064,3047625,25724
North Dakota,47.5289,-99.784,261348,2326
Northern Mariana Islands,15.0979,145.6739,12866,39
Ohio,40.3888,-82.7649,3002043,39509
Oklahoma,35.5653,-96.9289,1144252,16372
Oregon,44.572,-122.0709,864933,8267
Pennsylvania,40.5908,-77.2098,3125967,46374
Puerto Rico,18.2208,-66.5901,886674,4842
Rhode Island,41.6809,-71.5118,413259,3632
South Carolina,33.8569,-80.945,1637108,18215
South Dakota,44.2998,-99.4388,253232,2973
Tennessee,35.7478,-86.6923,2239934,27220
Texas,31.0545,-97.5635,7671314,89471
Utah,40.15,-111.8624,1020130,4940
Vermont,44.0459,-72.7107,138779,699
Virgin Islands,18.3358,-64.8963,22135,122
Virginia,37.7693,-78.17,1993874,21145
Washington,47.4009,-121.4905,1760576,13824
West Virginia,38.4912,-80.9545,567426,7203
Wisconsin,44.2685,-89.6165,1803137,14980
Wyoming,42.756,-107.3025,172473,1865
Alabama,32.3182,-86.9023,1549285,20652
Alaska,61.3707,-152.4044,299869,1436
American Samoa,-14.271,-170.132,8263,34
Arizona,33.7298,-111.4312,2337547,31751
Arkansas,34.9697,-92.3731,968871,12564
California,36.1162,-119.6816,11541617,97435
Colorado,39.0598,-105.3111,1708264,13609
Connecticut,41.5978,-72.7554,926947,11587
Delaware,39.3185,-75.5071,316956,3172
Diamond Princess,,,49,0
District of Columbia,38.8974,-77.0268,171317,1403
Florida,27.7663,-81.6868,7239478,82875
Georgia,33.0406,-83.6431,2943519,41070
Grand Princess,,,103,3
Guam,13.4443,144.7937,59330,409
Hawaii,21.0943,-157.4983,367352,1737
Idaho,44.2405,-114.4788,506232,5268
Illinois,40.3495,-88.9861,3877441,40303
Indiana,39.8494,-86.2583,1965757,25138
Iowa,42.0115,-93.2105,873597,10294
Kansas,38.5266,-96.7265,901521,9679
Kentucky,37.6681,-84.6701,1635010,17502
Louisiana,31.1695,-91.8678,1473092,18274
Maine,44.6939,-69.3819,301560,2722
Maryland,39.0639,-76.8021,1288308,15734
Massachusetts,42.2302,-71.5301,2109719,22397
Michigan,43.3266,-84.5361,2938443,40085
Minnesota,45.6945,-93.9002,1707968,14039
Mississippi,32.7416,-89.6787,940023,13036
Missouri,38.4561,-92.2884,1700815,22037
Montana,46.9219,-110.4544,318105,3597
Nebraska,41.1254,-98.2681,541161,4653
Nevada,38.3135,-117.0554,864406,11630
New Hampshire,43.4525,-71.5639,361370,2816
New Jersey,40.2989,-74.521,2848609,35129
New Mexico,34.8405,-106.2485,646566,8702
New York,42.1657,-74.9481,6380782,73983
North Carolina,35.6301,-79.8064,3275343,27371
North Dakota,47.5289,-99.784,277180,2232
Northern Mariana Islands,15.0979,145.6739,13212,41
Ohio,40.3888,-82.7649,3227759,40806
Oklahoma,35.5653,-96.9289,1220720,17254
Oregon,44.572,-122.0709,924632,8864
Pennsylvania,40.5908,-77.2098,3360797,48387
Puerto Rico,18.2208,-66.5901,1011127,5367
Rhode Island,41.6809,-71.5118,436904,3743
South Carolina,33.8569,-80.945,1738379,18711
South Dakota,44.2998,-99.4388,268797,3099
Tennessee,35.7478,-86.6923,2395262,28331
Texas,31.0545,-97.5635,8085648,91195
Utah,40.15,-111.8624,1058874,5110
Vermont,44.0459,-72.7107,146777,770
Virgin Islands,18.3358,-64.8963,23520,125
Virginia,37.7693,-78.17,2149512,22418
Washington,47.4009,-121.4905,1857649,14730
West Virginia,38.4912,-80.9545,614646,7611
Wisconsin,44.2685,-89.6165,1926437,15608
Wyoming,42.756,-107.3025,180925,1938
Alabama,32.3182,-86.9023,249524,3578
Alaska,61.3707,-152.4044,32598,122
American Samoa,-14.271,-170.132,0,0
Arizona,33.7298,-111.4312,326817,6639
Arkansas,34.9697,-92.3731,157359,2502
California,36.1162,-119.6816,1259126,19252
Colorado,39.0598,-105.3111,270659,4258
Connecticut,41.5978,-72.7554,117295,5020
Delaware,39.3185,-75.5071,35654,820
Diamond Princess,,,49,0
District of Columbia,38.8974,-77.0268,21552,680
Florida,27.7663,-81.6868,999319,18597
Georgia,33.0406,-83.6431,471563,9452
Grand Princess,,,103,3
Guam,13.4443,144.7937,6852,112
Hawaii,21.0943,-157.4983,18223,244
Idaho,44.2405,-114.4788,101698,929
Illinois,40.3495,-88.9861,726304,12985
Indiana,39.8494,-86.2583,338977,6432
Iowa,42.0115,-93.2105,230631,2426
Kansas,38.5266,-96.7265,159359,1563
Kentucky,37.6681,-84.6701,179041,1908
Louisiana,31.1695,-91.8678,232414,6420
Maine,44.6939,-69.3819,11757,194
Maryland,39.0639,-76.8021,198370,4641
Massachusetts,42.2302,-71.5301,226132,9150
Michigan,43.3266,-84.5361,388942,9564
Minnesota,45.6945,-93.9002,318763,3652
Mississippi,32.7416,-89.6787,153270,3807
Missouri,38.4561,-92.2884,321958,3890
Montana,46.9219,-110.4544,62198,681
Nebraska,41.1254,-98.2681,128407,1018
Nevada,38.3135,-117.0554,152171,2144
New Hampshire,43.4525,-71.5639,21033,526
New Jersey,40.2989,-74.521,368086,16993
New Mexico,34.8405,-106.2485,97095,1568
New York,42.1657,-74.9481,656413,34454
North Carolina,35.6301,-79.8064,364512,5261
North Dakota,47.5289,-99.784,80755,933
Northern Mariana Islands,15.0979,145.6739,106,2
Ohio,40.3888,-82.7649,421063,8084
Oklahoma,35.5653,-96.9289,197745,1743
Oregon,44.572,-122.0709,75431,912
Pennsylvania,40.5908,-77.2098,369016,10357
Puerto Rico,18.2208,-66.5901,52545,1106
Rhode Island,41.6809,-71.5118,56723,1415
South Carolina,33.8569,-80.945,217487,4381
South Dakota,44.2998,-99.4388,80464,946
Tennessee,35.7478,-86.6923,371073,4602
Texas,31.0545,-97.5635,1237189,22404
Utah,40.15,-111.8624,195706,871
Vermont,44.0459,-72.7107,4172,69
Virgin Islands,18.3358,-64.8963,1544,23
Virginia,37.7693,-78.17,237835,4062
Washington,47.4009,-121.4905,171962,2762
West Virginia,38.4912,-80.9545,47842,735
Wisconsin,44.2685,-89.6165,411730,3494
Wyoming,42.756,-107.3025,33305,215
Alabama,32.3182,-86.9023,514391,10526
Alaska,61.3707,-152.4044,62264,313
American Samoa,-14.271,-170.132,0,0
Arizona,33.7298,-111.4312,839888,16918
Arkansas,34.9697,-92.3731,329929,5595
California,36.1162,-119.6816,3720235,58066
Colorado,39.0598,-105.3111,473420,6186
Connecticut,41.5978,-72.7554,305210,7865
Delaware,39.3185,-75.5071,94062,1544
Diamond Princess,,,49,0
District of Columbia,38.8974,-77.0268,44175,1056
Florida,27.7663,-81.6868,2044005,33178
Georgia,33.0406,-83.6431,1055256,18926
Grand Princess,,,103,3
Guam,13.4443,144.7937,7800,134
Hawaii,21.0943,-157.4983,30479,462
Idaho,44.2405,-114.4788,179428,1954
Illinois,40.3495,-88.9861,1237828,23521
Indiana,39.8494,-86.2583,684020,13023
Iowa,42.0115,-93.2105,349714,5725
Kansas,38.5266,-96.7265,302611,4886
Kentucky,37.6681,-84.6701,425024,6031
Louisiana,31.1695,-91.8678,443069,10087
Maine,44.6939,-69.3819,49850,736
Maryland,39.0639,-76.8021,408044,8251
Massachusetts,42.2302,-71.5301,629531,13791
Michigan,43.3266,-84.5361,723700,17047
Minnesota,45.6945,-93.9002,515058,6908
Mississippi,32.7416,-89.6787,304616,7001
Missouri,38.4561,-92.2884,580080,8796
Montana,46.9219,-110.4544,104128,1436
Nebraska,41.1254,-98.2681,208424,2175
Nevada,38.3135,-117.0554,303061,5236
New Hampshire,43.4525,-71.5639,83027,1237
New Jersey,40.2989,-74.521,896652,24389
New Mexico,34.8405,-106.2485,191048,3925
New York,42.1657,-74.9481,1850732,49817
North Carolina,35.6301,-79.8064,905528,12028
North Dakota,47.5289,-99.784,102434,1498
Northern Mariana Islands,15.0979,145.6739,159,2
Ohio,40.3888,-82.7649,1011622,19249
Oklahoma,35.5653,-96.9289,438319,4850
Oregon,44.572,-122.0709,163952,2375
Pennsylvania,40.5908,-77.2098,1022078,24984
Puerto Rico,18.2208,-66.5901,106488,2112
Rhode Island,41.6809,-71.5118,135775,2608
South Carolina,33.8569,-80.945,549199,9122
South Dakota,44.2998,-99.4388,117244,1933
Tennessee,35.7478,-86.6923,802051,11800
Texas,31.0545,-97.5635,2821921,48064
Utah,40.15,-111.8624,384562,2114
Vermont,44.0459,-72.7107,18820,225
Virgin Islands,18.3358,-64.8963,2907,26
Virginia,37.7693,-78.17,615366,10198
Washington,47.4009,-121.4905,361115,5218
West Virginia,38.4912,-80.9545,140613,2634
Wisconsin,44.2685,-89.6165,634133,7274
Wyoming,42.756,-107.3025,56046,695
Alabama,32.3182,-86.9023,514619,10526
Alaska,61.3707,-152.4044,62265,313
American Samoa,-14.271,-170.132,0,0
Arizona,33.7298,-111.4312,840492,16918
Arkansas,34.9697,-92.3731,330008,5601
California,36.1162,-119.6816,3722510,58092
Colorado,39.0598,-105.3111,475034,6195
Connecticut,41.5978,-72.7554,308439,7883
Delaware,39.3185,-75.5071,94402,1552
Diamond Princess,,,49,0
District of Columbia,38.8974,-77.0268,44248,1059
Florida,27.7663,-81.6868,2047379,33247
Georgia,33.0406,-83.6431,1056421,18962
Grand Princess,,,103,3
Guam,13.4443,144.7937,7804,134
Hawaii,21.0943,-157.4983,30579,462
Idaho,44.2405,-114.4788,179763,1957
Illinois,40.3495,-88.9861,1239589,23527
Indiana,39.8494,-86.2583,684733,13028
Iowa,42.0115,-93.2105,350219,5729
Kansas,38.5266,-96.7265,303009,4897
Kentucky,37.6681,-84.6701,425333,6042
Louisiana,31.1695,-91.8678,443905,10122
Maine,44.6939,-69.3819,50030,736
Maryland,39.0639,-76.8021,409075,8260
Massachusetts,42.2302,-71.5301,631031,13798
Michigan,43.3266,-84.5361,732938,17056
Minnesota,45.6945,-93.9002,516608,6913
Mississippi,32.7416,-89.6787,304695,7001
Missouri,38.4561,-92.2884,580417,8797
Montana,46.9219,-110.4544,104163,1436
Nebraska,41.1254,-98.2681,208553,2175
Nevada,38.3135,-117.0554,303273,5237
New Hampshire,43.4525,-71.5639,83340,1237
New Jersey,40.2989,-74.521,900273,24404
New Mexico,34.8405,-106.2485,191230,3925
New York,42.1657,-74.9481,1859474,49955
North Carolina,35.6301,-79.8064,910833,12085
North Dakota,47.5289,-99.784,102678,1498
Northern Mariana Islands,15.0979,145.6739,159,2
Ohio,40.3888,-82.7649,1013119,19261
Oklahoma,35.5653,-96.9289,439210,4850
Oregon,44.572,-122.0709,164164,2375
Pennsylvania,40.5908,-77.2098,1025019,25005
Puerto Rico,18.2208,-66.5901,106935,2112
Rhode Island,41.6809,-71.5118,136419,2613
South Carolina,33.8569,-80.945,550068,9122
South Dakota,44.2998,-99.4388,117336,1933
Tennessee,35.7478,-86.6923,803241,11829
Texas,31.0545,-97.5635,2825512,48103
Utah,40.15,-111.8624,384756,2114
Vermont,44.0459,-72.7107,19002,225
Virgin Islands,18.3358,-64.8963,2907,26
Virginia,37.7693,-78.17,616509,10219
Washington,47.4009,-121.4905,362385,5226
West Virginia,38.4912,-80.9545,140991,2638
Wisconsin,44.2685,-89.6165,634453,7277
Wyoming,42.756,-107.3025,56190,695
Alabama,32.3182,-86.9023,104976,1890
Alaska,61.3707,-152.4044,4009,27
American Samoa,-14.271,-170.132,0,0
Arizona,33.7298,-111.4312,190794,4383
Arkansas,34.9697,-92.3731,51766,582
California,36.1162,-119.6816,605436,10770
Colorado,39.0598,-105.3111,55723,1899
Connecticut,41.5978,-72.7554,50782,4450
Delaware,39.3185,-75.5071,15967,608
Diamond Princess,,,49,0
District of Columbia,38.8974,-77.0268,13024,594
Florida,27.7663,-81.6868,557137,8913
Georgia,33.0406,-83.6431,228668,4538
Grand Princess,,,103,3
Guam,13.4443,144.7937,477,5
Hawaii,21.0943,-157.4983,4312,40
Idaho,44.2405,-114.4788,26629,251
Illinois,40.3495,-88.9861,201727,7905
Indiana,39.8494,-86.2583,77565,3040
Iowa,42.0115,-93.2105,50373,960
Kansas,38.5266,-96.7265,32462,403
Kentucky,37.6681,-84.6701,37686,796
Louisiana,31.1695,-91.8678,135439,4402
Maine,44.6939,-69.3819,4089,126
Maryland,39.0639,-76.8021,98160,3620
Massachusetts,42.2302,-71.5301,122423,8790
Michigan,43.3266,-84.5361,99856,6555
Minnesota,45.6945,-93.9002,62993,1731
Mississippi,32.7416,-89.6787,69986,2011
Missouri,38.4561,-92.2884,65517,1376
Montana,46.9219,-110.4544,5407,81
Nebraska,41.1254,-98.2681,29660,360
Nevada,38.3135,-117.0554,58650,1030
New Hampshire,43.4525,-71.5639,6921,422
New Jersey,40.2989,-74.521,189397,15893
New Mexico,34.8405,-106.2485,22987,697
New York,42.1657,-74.9481,423440,32638
North Carolina,35.6301,-79.8064,140824,2287
North Dakota,47.5289,-99.784,8311,120
Northern Mariana Islands,15.0979,145.6739,49,2
Ohio,40.3888,-82.7649,105426,3494
Oklahoma,35.5653,-96.9289,46103,638
Oregon,44.572,-122.0709,22300,383
Pennsylvania,40.5908,-77.2098,126372,7400
Puerto Rico,18.2208,-66.5901,24446,306
Rhode Island,41.6809,-71.5118,20240,1042
South Carolina,33.8569,-80.945,103909,2184
South Dakota,44.2998,-99.4388,9897,148
Tennessee,35.7478,-86.6923,127218,1313
Texas,31.0545,-97.5635,545902,10188
Utah,40.15,-111.8624,45424,353
Vermont,44.0459,-72.7107,1484,58
Virgin Islands,18.3358,-64.8963,682,9
Virginia,37.7693,-78.17,103622,2363
Washington,47.4009,-121.4905,66254,1765
West Virginia,38.4912,-80.9545,8163,153
Wisconsin,44.2685,-89.6165,63206,1018
Wyoming,42.756,-107.3025,3119,30
Alabama,32.3182,-86.9023,104219,1882
Alaska,61.3707,-152.4044,3925,27
American Samoa,-14.271,-170.132,0,0
Arizona,33.7298,-111.4312,189443,4347
Arkansas,34.9697,-92.3731,51096,572
California,36.1162,-119.6816,599328,10676
Colorado,39.0598,-105.3111,55462,1896
Connecticut,41.5978,-72.7554,50706,4450
Delaware,39.3185,-75.5071,15765,608
Diamond Princess,,,49,0
District of Columbia,38.8974,-77.0268,12959,593
Florida,27.7663,-81.6868,550901,8765
Georgia,33.0406,-83.6431,226153,4456
Grand Princess,,,103,3
Guam,13.4443,144.7937,449,5
Hawaii,21.0943,-157.4983,3958,38
Idaho,44.2405,-114.4788,26134,246
Illinois,40.3495,-88.9861,199893,7881
Indiana,39.8494,-86.2583,76522,3025
Iowa,42.0115,-93.2105,49973,953
Kansas,38.5266,-96.7265,32086,397
Kentucky,37.6681,-84.6701,36945,790
Louisiana,31.1695,-91.8678,134304,4356
Maine,44.6939,-69.3819,4070,126
Maryland,39.0639,-76.8021,97384,3612
Massachusetts,42.2302,-71.5301,122000,8769
Michigan,43.3266,-84.5361,98689,6539
Minnesota,45.6945,-93.9002,62303,1724
Mississippi,32.7416,-89.6787,69374,1989
Missouri,38.4561,-92.2884,64019,1374
Montana,46.9219,-110.4544,5268,80
Nebraska,41.1254,-98.2681,29244,356
Nevada,38.3135,-117.0554,58048,996
New Hampshire,43.4525,-71.5639,6887,420
New Jersey,40.2989,-74.521,188703,15885
New Mexico,34.8405,-106.2485,22816,695
New York,42.1657,-74.9481,422703,32630
North Carolina,35.6301,-79.8064,139739,2280
North Dakota,47.5289,-99.784,8159,120
Northern Mariana Islands,15.0979,145.6739,49,2
Ohio,40.3888,-82.7649,104248,3465
Oklahoma,35.5653,-96.9289,45398,627
Oregon,44.572,-122.0709,22022,375
Pennsylvania,40.5908,-77.2098,125342,7384
Puerto Rico,18.2208,-66.5901,24074,295
Rhode Island,41.6809,-71.5118,20129,1042
South Carolina,33.8569,-80.945,102974,2144
South Dakota,44.2998,-99.4388,9815,147
Tennessee,35.7478,-86.6923,124717,1289
Texas,31.0545,-97.5635,539104,9958
Utah,40.15,-111.8624,45090,351
Vermont,44.0459,-72.7107,1478,58
Virgin Islands,18.3358,-64.8963,639,9
Virginia,37.7693,-78.17,102521,2352
Washington,47.4009,-121.4905,65439,1755
West Virginia,38.4912,-80.9545,8018,153
Wisconsin,44.2685,-89.6165,62263,1011
Wyoming,42.756,-107.3025,3086,29
Alabama,32.3182,-86.9023,260359,3776
Alaska,61.3707,-152.4044,34592,131
American Samoa,-14.271,-170.132,0,0
Arizona,33.7298,-111.4312,346421,6821
Arkansas,34.9697,-92.3731,164310,2555
California,36.1162,-119.6816,1327956,19678
Colorado,39.0598,-105.3111,286667,4475
Connecticut,41.5978,-72.7554,126177,5111
Delaware,39.3185,-75.5071,37456,834
Diamond Princess,,,49,0
District of Columbia,38.8974,-77.0268,22164,692
Florida,27.7663,-81.6868,1029030,18874
Georgia,33.0406,-83.6431,487978,9648
Grand Princess,,,103,3
Guam,13.4443,144.7937,6942,112
Hawaii,21.0943,-157.4983,18484,246
Idaho,44.2405,-114.4788,106455,1014
Illinois,40.3495,-88.9861,759562,13625
Indiana,39.8494,-86.2583,359430,6704
Iowa,42.0115,-93.2105,238724,2603
Kansas,38.5266,-96.7265,164582,1684
Kentucky,37.6681,-84.6701,190600,2014
Louisiana,31.1695,-91.8678,244078,6524
Maine,44.6939,-69.3819,12554,220
Maryland,39.0639,-76.8021,205399,4764
Massachusetts,42.2302,-71.5301,240907,9229
Michigan,43.3266,-84.5361,410843,10035
Minnesota,45.6945,-93.9002,333626,3843
Mississippi,32.7416,-89.6787,159036,3879
Missouri,38.4561,-92.2884,334224,4170
Montana,46.9219,-110.4544,65122,722
Nebraska,41.1254,-98.2681,134710,1159
Nevada,38.3135,-117.0554,159532,2250
New Hampshire,43.4525,-71.5639,23567,544
New Jersey,40.2989,-74.521,384193,17209
New Mexico,34.8405,-106.2485,102862,1673
New York,42.1657,-74.9481,681783,34635
North Carolina,35.6301,-79.8064,377231,5410
North Dakota,47.5289,-99.784,83185,983
Northern Mariana Islands,15.0979,145.6739,106,2
Ohio,40.3888,-82.7649,446849,8558
Oklahoma,35.5653,-96.9289,204048,1836
Oregon,44.572,-122.0709,79293,973
Pennsylvania,40.5908,-77.2098,394736,10886
Puerto Rico,18.2208,-66.5901,54105,1155
Rhode Island,41.6809,-71.5118,60722,1454
South Carolina,33.8569,-80.945,223063,4466
South Dakota,44.2998,-99.4388,83348,1033
Tennessee,35.7478,-86.6923,384985,4781
Texas,31.0545,-97.5635,1282059,23072
Utah,40.15,-111.8624,206165,917
Vermont,44.0459,-72.7107,4642,75
Virgin Islands,18.3358,-64.8963,1589,23
Virginia,37.7693,-78.17,244503,4147
Washington,47.4009,-121.4905,179443,2823
West Virginia,38.4912,-80.9545,51025,789
Wisconsin,44.2685,-89.6165,426534,3773
Wyoming,42.756,-107.3025,35078,266
Alabama,32.3182,-86.9023,1534287,20558
Alaska,61.3707,-152.4044,300544,1413
American Samoa,-14.271,-170.132,8257,34
Arizona,33.7298,-111.4312,2293015,31573
Arkansas,34.9697,-92.3731,961287,12519
California,36.1162,-119.6816,11394429,96908
Colorado,39.0598,-105.3111,1679157,13449
Connecticut,41.5978,-72.7554,914850,11478
Delaware,39.3185,-75.5071,313913,3147
Diamond Princess,,,49,0
District of Columbia,38.8974,-77.0268,170041,1397
Florida,27.7663,-81.6868,7215992,82541
Georgia,33.0406,-83.6431,2924732,40696
Grand Princess,,,103,3
Guam,13.4443,144.7937,58907,404
Hawaii,21.0943,-157.4983,362834,1711
Idaho,44.2405,-114.4788,500884,5225
Illinois,40.3495,-88.9861,3823905,40058
Indiana,39.8494,-86.2583,1942708,24950
Iowa,42.0115,-93.2105,864752,10207
Kansas,38.5266,-96.7265,889746,9620
Kentucky,37.6681,-84.6701,1615595,17322
Louisiana,31.1695,-91.8678,1463379,18193
Maine,44.6939,-69.3819,298388,2661
Maryland,39.0639,-76.8021,1272575,15592
Massachusetts,42.2302,-71.5301,2092838,22106
Michigan,43.3266,-84.5361,2897827,39406
Minnesota,45.6945,-93.9002,1691086,13873
Mississippi,32.7416,-89.6787,934401,12992
Missouri,38.4561,-92.2884,1680620,21884
Montana,46.9219,-110.4544,315421,3577
Nebraska,41.1254,-98.2681,535394,4562
Nevada,38.3135,-117.0554,854700,11570
New Hampshire,43.4525,-71.5639,357999,2769
New Jersey,40.2989,-74.521,2805871,34931
New Mexico,34.8405,-106.2485,630704,8664
New York,42.1657,-74.9481,6270024,73287
North Carolina,35.6301,-79.8064,3246175,27234
North Dakota,47.5289,-99.784,273921,2232
Northern Mariana Islands,15.0979,145.6739,13212,41
Ohio,40.3888,-82.7649,3197300,40480
Oklahoma,35.5653,-96.9289,1211210,17138
Oregon,44.572,-122.0709,910693,8726
Pennsylvania,40.5908,-77.2098,3317854,47840
Puerto Rico,18.2208,-66.5901,986188,5273
Rhode Island,41.6809,-71.5118,433348,3705
South Carolina,33.8569,-80.945,1725160,18633
South Dakota,44.2998,-99.4388,265019,3065
Tennessee,35.7478,-86.6923,2370992,28195
Texas,31.0545,-97.5635,8030302,91000
Utah,40.15,-111.8624,1047882,5065
Vermont,44.0459,-72.7107,145409,754
Virgin Islands,18.3358,-64.8963,23402,124
Virginia,37.7693,-78.17,2124932,22222
Washington,47.4009,-121.4905,1839317,14597
West Virginia,38.4912,-80.9545,609356,7534
Wisconsin,44.2685,-89.6165,1902606,15492
Wyoming,42.756,-107.3025,178866,1914
Alabama,32.3182,-86.9023,256828,3711
Alaska,61.3707,-152.4044,33828,123
American Samoa,-14.271,-170.132,0,0
Arizona,33.7298,-111.4312,340979,6739
Arkansas,34.9697,-92.3731,161521,2522
California,36.1162,-119.6816,1303452,19494
Colorado,39.0598,-105.3111,281427,4388
Connecticut,41.5978,-72.7554,121426,5091
Delaware,39.3185,-75.5071,36698,829
Diamond Princess,,,49,0
District of Columbia,38.8974,-77.0268,21842,690
Florida,27.7663,-81.6868,1018160,18776
Georgia,33.0406,-83.6431,482139,9567
Grand Princess,,,103,3
Guam,13.4443,144.7937,6920,112
Hawaii,21.0943,-157.4983,18342,244
Idaho,44.2405,-114.4788,104734,991
Illinois,40.3495,-88.9861,748603,13397
Indiana,39.8494,-86.2583,350970,6617
Iowa,42.0115,-93.2105,236159,2518
Kansas,38.5266,-96.7265,164273,1683
Kentucky,37.6681,-84.6701,186765,1943
Louisiana,31.1695,-91.8678,241335,6501
Maine,44.6939,-69.3819,12208,218
Maryland,39.0639,-76.8021,203355,4715
Massachusetts,42.2302,-71.5301,234232,9201
Michigan,43.3266,-84.5361,402886,9842
Minnesota,45.6945,-93.9002,327477,3751
Mississippi,32.7416,-89.6787,156868,3851
Missouri,38.4561,-92.2884,329267,4106
Montana,46.9219,-110.4544,64340,713
Nebraska,41.1254,-98.2681,132530,1128
Nevada,38.3135,-117.0554,156997,2202
New Hampshire,43.4525,-71.5639,22428,537
New Jersey,40.2989,-74.521,378624,17145
New Mexico,34.8405,-106.2485,100963,1629
New York,42.1657,-74.9481,671635,34573
North Carolina,35.6301,-79.8064,371594,5366
North Dakota,47.5289,-99.784,82311,972
Northern Mariana Islands,15.0979,145.6739,106,2
Ohio,40.3888,-82.7649,437928,8408
Oklahoma,35.5653,-96.9289,202341,1812
Oregon,44.572,-122.0709,78160,953
Pennsylvania,40.5908,-77.2098,383904,10703
Puerto Rico,18.2208,-66.5901,53708,1144
Rhode Island,41.6809,-71.5118,59005,1442
South Carolina,33.8569,-80.945,220835,4444
South Dakota,44.2998,-99.4388,82203,995
Tennessee,35.7478,-86.6923,380198,4688
Texas,31.0545,-97.5635,1267657,22851
Utah,40.15,-111.8624,202220,906
Vermont,44.0459,-72.7107,4461,74
Virgin Islands,18.3358,-64.8963,1589,23
Virginia,37.7693,-78.17,242480,4113
Washington,47.4009,-121.4905,177358,2806
West Virginia,38.4912,-80.9545,49905,778
Wisconsin,44.2685,-89.6165,420930,3703
Wyoming,42.756,-107.3025,34507,239
Alabama,32.3182,-86.9023,1534287,20558
Alaska,61.3707,-152.4044,300544,1413
American Samoa,-14.271,-170.132,8257,34
Arizona,33.7298,-111.4312,2293015,31573
Arkansas,34.9697,-92.3731,961287,12519
California,36.1162,-119.6816,11394648,96908
Colorado,39.0598,-105.3111,1679157,13449
Connecticut,41.5978,-72.7554,915367,11478
Delaware,39.3185,-75.5071,313913,3147
Diamond Princess,,,49,0
District of Columbia,38.8974,-77.0268,170041,1397
Florida,27.7663,-81.6868,7215992,82541
Georgia,33.0406,-83.6431,2924732,40696
Grand Princess,,,103,3
Guam,13.4443,144.7937,58907,404
Hawaii,21.0943,-157.4983,362834,1711
Idaho,44.2405,-114.4788,500884,5225
Illinois,40.3495,-88.9861,3823905,40058
Indiana,39.8494,-86.2583,1942708,24950
Iowa,42.0115,-93.2105,864752,10207
Kansas,38.5266,-96.7265,889746,9620
Kentucky,37.6681,-84.6701,1615595,17322
Louisiana,31.1695,-91.8678,1463379,18193
Maine,44.6939,-69.3819,298571,2679
Maryland,39.0639,-76.8021,1272575,15592
Massachusetts,42.2302,-71.5301,2092838,22106
Michigan,43.3266,-84.5361,2897827,39406
Minnesota,45.6945,-93.9002,1691086,13873
Mississippi,32.7416,-89.6787,934401,12992
Missouri,38.4561,-92.2884,1680620,21884
Montana,46.9219,-110.4544,315421,3577
Nebraska,41.1254,-98.2681,535394,4562
Nevada,38.3135,-117.0554,854700,11570
New Hampshire,43.4525,-71.5639,357999,2769
New Jersey,40.2989,-74.521,2805871,34931
New Mexico,34.8405,-106.2485,630704,8664
New York,42.1657,-74.9481,6272620,73287
North Carolina,35.6301,-79.8064,3246175,27234
North Dakota,47.5289,-99.784,273965,2232
Northern Mariana Islands,15.0979,145.6739,13212,41
Ohio,40.3888,-82.7649,3197300,40491
Oklahoma,35.5653,-96.9289,1211210,17138
Oregon,44.572,-122.0709,910693,8726
Pennsylvania,40.5908,-77.2098,3317854,47840
Puerto Rico,18.2208,-66.5901,987500,5276
Rhode Island,41.6809,-71.5118,433348,3705
South Carolina,33.8569,-80.945,1725160,18633
South Dakota,44.2998,-99.4388,265019,3065
Tennessee,35.7478,-86.6923,2371396,28195
Texas,31.0545,-97.5635,8030328,91001
Utah,40.15,-111.8624,1047882,5065
Vermont,44.0459,-72.7107,145409,754
Virgin Islands,18.3358,-64.8963,23402,124
Virginia,37.7693,-78.17,2124932,22222
Washington,47.4009,-121.4905,1839317,14597
West Virginia,38.4912,-80.9545,609356,7534
Wisconsin,44.2685,-89.6165,1902606,15492
Wyoming,42.756,-107.3025,178866,1914
Alabama,32.3182,-86.9023,1479605,20048
Alaska,61.3707,-152.4044,293076,1338
American Samoa,-14.271,-170.132,8168,34
Arizona,33.7298,-111.4312,2245713,31047
Arkansas,34.9697,-92.3731,929156,11905
California,36.1162,-119.6816,11064687,94720
